DiffCorr,GPSTime,ResCorr,SigCorr,Timeshift
0.0428700220006,1128678900.33,-0.393163365113,-0.436033387114,0.0
0.0428700220006,1128678900.33,-0.393163365113,-0.436033387114,0.000100050025013
0.0428700220006,1128678900.33,-0.393163365113,-0.436033387114,0.000200100050025
0.0452261236673,1128678900.33,-0.395768044912,-0.440994168579,0.000300150075038
0.0452261236673,1128678900.33,-0.395768044912,-0.440994168579,0.00040020010005
0.0474979468486,1128678900.33,-0.400808978577,-0.448306925426,0.000500250125063
0.0474979468486,1128678900.33,-0.400808978577,-0.448306925426,0.000600300150075
0.0471918097218,1128678900.33,-0.406561849366,-0.453753659088,0.000700350175088
0.0494419660304,1128678900.33,-0.40803189033,-0.45747385636,0.0008004002001
0.0494419660304,1128678900.33,-0.40803189033,-0.45747385636,0.000900450225113
0.0508791438515,1128678900.33,-0.418028088136,-0.468907231987,0.00100050025013
0.0508791438515,1128678900.33,-0.418028088136,-0.468907231987,0.00110055027514
0.0504236135096,1128678900.33,-0.428471498534,-0.478895112044,0.00120060030015
0.0518823965676,1128678900.33,-0.429017778467,-0.480900175035,0.00130065032516
0.0518823965676,1128678900.33,-0.429017778467,-0.480900175035,0.00140070035018
0.05257575256,1128678900.33,-0.439970315198,-0.492546067758,0.00150075037519
0.05257575256,1128678900.33,-0.439970315198,-0.492546067758,0.0016008004002
0.052540295447,1128678900.33,-0.4501758014,-0.502716096847,0.00170085042521
0.0530523357163,1128678900.33,-0.449830495637,-0.502882831354,0.00180090045023
0.0530523357163,1128678900.33,-0.449830495637,-0.502882831354,0.00190095047524
0.0534003139584,1128678900.33,-0.457664046838,-0.511064360796,0.00200100050025
0.0534003139584,1128678900.33,-0.457664046838,-0.511064360796,0.00210105052526
0.0537107312659,1128678900.33,-0.462874589866,-0.516585321132,0.00220110055028
0.0537107312659,1128678900.33,-0.462874589866,-0.516585321132,0.00230115057529
0.0551250916198,1128678900.33,-0.463828490186,-0.518953581806,0.0024012006003
0.0540707757369,1128678900.33,-0.465423528118,-0.519494303855,0.00250125062531
0.0540707757369,1128678900.33,-0.465423528118,-0.519494303855,0.00260130065033
0.0545353078317,1128678900.33,-0.465978499184,-0.520513807016,0.00270135067534
0.0545353078317,1128678900.33,-0.465978499184,-0.520513807016,0.00280140070035
0.0567750267849,1128678900.33,-0.462385814081,-0.519160840866,0.00290145072536
0.0551045027886,1128678900.33,-0.465863078444,-0.520967581233,0.00300150075038
0.0551045027886,1128678900.33,-0.465863078444,-0.520967581233,0.00310155077539
0.0557408734019,1128678900.33,-0.466696817537,-0.522437690939,0.0032016008004
0.0557408734019,1128678900.33,-0.466696817537,-0.522437690939,0.00330165082541
0.0577138008939,1128678900.33,-0.466014833266,-0.52372863416,0.00340170085043
0.0564161192542,1128678900.33,-0.469794721161,-0.526210840415,0.00350175087544
0.0564161192542,1128678900.33,-0.469794721161,-0.526210840415,0.00360180090045
0.0571399496835,1128678900.33,-0.475618422644,-0.532758372327,0.00370185092546
0.0571399496835,1128678900.33,-0.475618422644,-0.532758372327,0.00380190095048
0.0579445566546,1128678900.33,-0.483582179491,-0.541526736146,0.00390195097549
0.0579445566546,1128678900.33,-0.483582179491,-0.541526736146,0.0040020010005
0.0579445566546,1128678900.33,-0.483582179491,-0.541526736146,0.00410205102551
0.0588428612102,1128678900.33,-0.492294524861,-0.551137386072,0.00420210105053
0.0588428612102,1128678900.33,-0.492294524861,-0.551137386072,0.00430215107554
0.0597874327235,1128678900.33,-0.500080985026,-0.55986841775,0.00440220110055
0.0597874327235,1128678900.33,-0.500080985026,-0.55986841775,0.00450225112556
0.0604091255265,1128678900.33,-0.505615087496,-0.566024213023,0.00460230115058
0.0606346075888,1128678900.33,-0.505561707078,-0.566196314667,0.00470235117559
0.0606346075888,1128678900.33,-0.505561707078,-0.566196314667,0.0048024012006
0.0611068615903,1128678900.33,-0.508136163984,-0.569243025574,0.00490245122561
0.0611068615903,1128678900.34,-0.508136163984,-0.569243025574,0.00500250125063
0.0626699197176,1128678900.34,-0.50605365877,-0.568723578487,0.00510255127564
0.0607675092237,1128678900.34,-0.508314170441,-0.569081679665,0.00520260130065
0.0607675092237,1128678900.34,-0.508314170441,-0.569081679665,0.00530265132566
0.0590670001536,1128678900.34,-0.507799326121,-0.566866326275,0.00540270135068
0.0590670001536,1128678900.34,-0.507799326121,-0.566866326275,0.00550275137569
0.0612545839486,1128678900.34,-0.500222198775,-0.561476782723,0.0056028014007
0.0555363089809,1128678900.34,-0.509106336318,-0.564642645299,0.00570285142571
0.0555363089809,1128678900.34,-0.509106336318,-0.564642645299,0.00580290145073
0.050092721144,1128678900.34,-0.514551254123,-0.564643975267,0.00590295147574
0.050092721144,1128678900.34,-0.514551254123,-0.564643975267,0.00600300150075
0.0432128953394,1128678900.34,-0.524948483599,-0.568161378938,0.00610305152576
0.0432128953394,1128678900.34,-0.524948483599,-0.568161378938,0.00620310155078
0.0432128953394,1128678900.34,-0.524948483599,-0.568161378938,0.00630315157579
0.0357277362536,1128678900.34,-0.53886770182,-0.574595438074,0.0064032016008
0.0357277362536,1128678900.34,-0.53886770182,-0.574595438074,0.00650325162581
0.0283636754488,1128678900.34,-0.553028230543,-0.581391905992,0.00660330165083
0.0283636754488,1128678900.34,-0.553028230543,-0.581391905992,0.00670335167584
0.0287628355914,1128678900.34,-0.554382645678,-0.583145481269,0.00680340170085
0.0214229325069,1128678900.34,-0.56348359611,-0.584906528617,0.00690345172586
0.0214229325069,1128678900.34,-0.56348359611,-0.584906528617,0.00700350175088
